otel_ad,fiyat,Fiyat Aralığı,Bölge,Hava Alanına Uzaklığı,Denize Uzaklığı,Plaj,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı
Palmalife Hotel,"33.924,69 TL",+33000,Bodrum - Yalıkavak-Gökçebel ,"45 km, Milas ",Denize Sıfır,Özel Plaj,Var,1,1,4,1,1,1,0,3,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0
Sealife Lounge Hotel,"13.838,75 TL",13000-15000,Antalya - Konyaaltı ,"19 km, Antalya HA ",No Info,Halk Plajı,Yok,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Seçkin Best Hotel Bodrum,"14.906,58 TL",13000-15000,Bodrum - Bodrum Merkez ,"40 km, Milas HA ",750 Metre ve Üzeri,Yok,Yok,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Adrasan Yonca Otel,"22.056,30 TL",21000-23000,Antalya - Adrasan ,"110 km, Antalya HA ",No Info,Yok,Var,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
Afet Hanım Konağı,"12.622,26 TL",11000-13000,Çeşme - Alaçatı ,"84 km, Adnan Menderes HA ",750 Metre ve Üzeri,Halk Plajı,Yok,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ala Otel Alaçatı,"23.106,60 TL",23000-25000,Çeşme - Alaçatı ,"90 km, Adnan Menderes HA ",750 Metre ve Üzeri,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Alaçatı Ala Konak Butik Otel,"15.000,00 TL",13000-15000,Çeşme - Alaçatı ,"90 km, Adnan Menderes ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alaçatı Roka Taş Otel,"14.000,00 TL",13000-15000,Çeşme - Alaçatı ,"70 km, Adnan Menderes ",750 Metre ve Üzeri,Yok,Yok,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alaçatı Sade Otel,"19.901,88 TL",19000-21000,Çeşme - Alaçatı ,"80 km, Adnan Menderes HA ",Uygun Değil,Halk Plajı,Yok,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Alanarin Alaçatı,"27.489,00 TL",27000-29000,Çeşme - Alaçatı ,"95 km, Adnan Menderes HA ",No Info,Yok,Yok,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ali`s Boutique Hotel,"9.000,00 TL",7000-9000,Bodrum - Ortakent-Yahşi ,"No Info km, No Info",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Var,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Cocopalm Boutique Hotel,"24.000,00 TL",23000-25000,Çeşme - Alaçatı ,"83 km, Adnan Menderes HA ",No Info,Halk Plajı,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Comfy Otel Antalya Lara,"3.655,04 TL",+33000,Antalya - Muratpaşa ,"9 km, Antalya ",400 - 500 Metre Arası,Yok,Yok,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Cumbalıca Beach Otel,"24.000,00 TL",23000-25000,Çeşme - Ilıca ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çeşme Flowers Otel,"60.000,00 TL",+33000,Çeşme - Çeşme Merkez ,"No Info km, No Info",600 - 750 Metre Arası,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliptus Hotel,"5.400,00 TL",5000-7000,Antalya - Kemer-Merkez ,"65 km, Antalya HA ",400 - 500 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Karden Otel,"9.463,38 TL",9000-11000,Antalya - Muratpaşa ,"14 km, Antalya ",50 - 100 Metre Arası,Yok,Yok,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaş Gardenia Hotel,"16.236,00 TL",15000-17000,Antalya - Kaş ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Kemer Park Hotel,"6.000,00 TL",5000-7000,Antalya - Kemer ,"4 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kemer Suite Apart Otel,"4.200,00 TL",+33000,Antalya - Kemer ,"60 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,Yok,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kempinski Residences Bodrum Barbaros Reserve,"241.920,00 TL",+33000,Bodrum - Yalıçiftlik ,"43 km, Milas HA ",Denize Sıfır,Özel Plaj,Yok,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Köşe Konak Hotel,"33.273,48 TL",+33000,Çeşme - Alaçatı ,"85 km, Adnan Menderes HA ",750 Metre ve Üzeri,Halk Plajı,Yok,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kybele Suites Alaçatı,"13.800,00 TL",13000-15000,Çeşme - Alaçatı ,"85 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mucho Butik Otel,"7.560,00 TL",7000-9000,Bodrum - Bodrum Merkez ,"20 km, Milas ",300 - 400 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nebilux Hotel,"10.506,06 TL",9000-11000,Antalya - Muratpaşa ,"12 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Neva Hotel Alaçatı,"18.905,40 TL",17000-19000,Çeşme - Alaçatı ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No81 Hotel,"32.195,79 TL",29000-33000,Bodrum - Türkbükü ,"38 km, Milas ",Denize Sıfır,Özel Plaj,Var,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
Olsen Hotel,"8.959,14 TL",7000-9000,Antalya - Muratpaşa ,"No Info km, No Info",No Info,Yok,Yok,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Garden Hotel,"11.815,88 TL",11000-13000,Antalya - Muratpaşa ,"14 km, Antalya ",500 - 600 Metre Arası,Halk Plajı,Yok,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Otel Gümüşlük,"15.000,00 TL",13000-15000,Bodrum - Gümüşlük ,"60 km, Milas HA ",50 - 100 Metre Arası,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Otto Palace Boutique Hotel,"16.200,00 TL",15000-17000,Antalya - Adrasan ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Hotel 48,"7.566,54 TL",7000-9000,Bodrum - Bodrum Merkez ,"31 km, Milas Bodrum HA ",50 - 100 Metre Arası,Yok,Yok,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Local House Alaçatı,"44.375,18 TL",+33000,Çeşme - Alaçatı ,"67 km, Adnan Menderes ",No Info,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
The Luxury Shelters,"21.000,00 TL",19000-21000,Antalya - Kaş ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toll Garden,"13.950,00 TL",13000-15000,Antalya - Side ,"65 km, Antalya HA ",50 Metreye Kadar,Yok,Yok,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
True Blue Boutique Hotel,"26.520,22 TL",25000-27000,Antalya - Kalkan ,"220 km, Antalya HA ",200 - 300 Metre Arası,Halk Plajı,Yok,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Türkay Hotel,"18.000,00 TL",17000-19000,Antalya - Konyaaltı ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Un Amor Hotel +16 Adults Only,"13.500,00 TL",13000-15000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viento Hotel Alaçatı,"38.400,00 TL",+33000,Çeşme - Alaçatı ,"95 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hoyran Wedre Köy Evleri,"29.444,04 TL",29000-31000,Antalya - Demre ,"182 km, Antalya HA ",No Info,Yok,Yok,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kadirs Tree Houses,"16.200,00 TL",15000-17000,Antalya - Olimpos ,"110 km, Antalya HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
La Boutique Hotel Suites,"25.258,86 TL",25000-27000,Antalya - Lara ,"15 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,1,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
Maja Luxury Çeşme,"22.113,00 TL",21000-23000,Çeşme - Çeşme Merkez ,"90 km, Adnan Menderes HA ",Denize Sıfır,Özel Plaj,Var,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
Moonshine Hotel Suites,"9.847,58 TL",9000-11000,Bodrum - Bodrum Merkez ,"28 km, Milas HA ",300 - 400 Metre Arası,Halk Plajı,Yok,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Nostalgia World Otel,"17.640,00 TL",17000-19000,Antalya - Side-Kızılot ,"80 km, Antalya ",100 - 200 Metre Arası,Mavi Bayraklı Özel Plaj,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Patara Prince Resort,"16.053,94 TL",15000-17000,Antalya - Kalkan ,"120 km, Dalaman ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,3,1,3,3,3,1,0,5,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1
Patron Hotel,"9.000,00 TL",7000-9000,Antalya - Kaleiçi ,"16 km, Antalya HA ",300 - 400 Metre Arası,Yok,Yok,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alya Sierra Villa Hotel,"48.960,00 TL",+33000,Bodrum - Torba ,"28 km, Milas HA ",750 Metre ve Üzeri,Halk Plajı,Var,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
Anchor Alaçatı,"13.260,00 TL",13000-15000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",No Info,Halk Plajı,Yok,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Antalya Business Hotel,"11.497,88 TL",11000-13000,Antalya - Antalya Merkez ,"13 km, Antalya ",750 Metre ve Üzeri,Yok,Yok,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apaz Alaçatı,"13.500,00 TL",13000-15000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",No Info,Halk Plajı,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asha Alaçatı,"5.251,50 TL",5000-7000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",No Info,Halk Plajı,Yok,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aslı Bungalow,"6.304,56 TL",5000-7000,Antalya - Demre ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astrid Otel Bodrum,"9.900,00 TL",9000-11000,Bodrum - Gümüşlük ,"61 km, Milas HA ",100 - 200 Metre Arası,Yok,Yok,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Atalante Hotel,"10.550,00 TL",9000-11000,Antalya - Kaş-Çukurbağ Yarımadası ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
İberis Lara Hotel,"8.258,80 TL",7000-9000,Antalya - Lara ,"9 km, Antalya ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
İrenic Hotel,"12.288,48 TL",11000-13000,Antalya - Konyaaltı ,"27 km, Antalya ",600 - 750 Metre Arası,Yok,Yok,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jura Hotels Bodrum Resort,"8.568,00 TL",7000-9000,Bodrum - Ortakent-Yahşi ,"48 km, Milas HA ",Denize Sıfır,Özel Plaj,Yok,1,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
Kalkan Saray Suites (Adult Only +13),"23.692,66 TL",23000-25000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lara Beach Homes,"9.778,26 TL",9000-11000,Antalya - Lara ,"10 km, Antalya ",750 Metre ve Üzeri,Özel Plaj,Yok,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Leylak Alaçatı,"15.000,00 TL",13000-15000,Çeşme - Alaçatı ,"85 km, Adnan Menderes HA ",No Info,Halk Plajı,Yok,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
London House Hotel,"3.772,80 TL",+33000,Antalya - Kemer-Merkez ,"No Info km, No Info",No Info,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Luwi Life Concept,"13.446,24 TL",13000-15000,Antalya - Adrasan ,"No Info km, No Info",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drvilla Suits,"47.426,70 TL",+33000,Antalya - Belek ,"25 km, Antalya ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
İbak Sunny Houses,"9.000,00 TL",7000-9000,Bodrum - Gümüşlük ,"60 km, Milas ",600 - 750 Metre Arası,Halk Plajı,Yok,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Villa Ay,"9.792,00 TL",9000-11000,Antalya - Kaş ,"153 km, Dalaman ",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
Daima Biz Hotel,"18.803,59 TL",17000-19000,Antalya - Kemer-Kiriş ,"56 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Var,1,1,2,2,3,2,0,6,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
Martı Resort Hotel,"23.040,00 TL",23000-25000,Marmaris - İçmeler ,"105 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,2,1,1,1,3,1,1,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Melas Resort Hotel,"29.700,00 TL",29000-31000,Antalya - Side-Kumköy ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,3,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
Ramada Plaza Antalya,"22.644,00 TL",21000-23000,Antalya - Muratpaşa ,"15 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0
Aurasia Sea Side,"5.852,25 TL",5000-7000,Marmaris - Merkez-Uzunyalı ,"96 km, Dalaman HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Can Garden Beach Hotel,"29.748,60 TL",29000-31000,Antalya - Side ,"70 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0
Side Bay Hotel,"14.266,56 TL",13000-15000,Antalya - Side ,"No Info km, No Info",No Info,Yok,Yok,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Floria Beach Hotel,"12.855,67 TL",11000-13000,Antalya - Alanya ,"130 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0
Villa Side Hotel,"15.750,00 TL",15000-17000,Antalya - Side ,"60 km, Antalya HA ",100 - 200 Metre Arası,Halk Plajı,Yok,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1
Petunya Konak Butik Otel,"13.653,90 TL",13000-15000,Marmaris - İçmeler ,"102 km, DalamanHA",750 Metre ve Üzeri,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Queen Boutique Hotel,"5.820,00 TL",5000-7000,Bodrum - Bitez ,"35 km, Milas ",100 - 200 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Kemerlihan Deluxe Hotel,"18.900,00 TL",17000-19000,Çeşme - Alaçatı ,"110 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
Aisem By Hire,"9.774,76 TL",9000-11000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",No Info,Yok,Yok,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ala Da Vinci,"30.000,00 TL",29000-31000,Çeşme - Alaçatı ,"75 km, Adnan Menderes ",750 Metre ve Üzeri,Yok,Yok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ala Suites And Villas Yalıkavak,"74.865,36 TL",+33000,Bodrum - Yalıkavak ,"54 km, Milas ",Denize Sıfır,Özel Plaj,Var,1,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Alaçatı Sultan Konak,"90.090,00 TL",+33000,Çeşme - Alaçatı ,"85 km, Adnan Menderes ",750 Metre ve Üzeri,Halk Plajı,Yok,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Arcadius Alaçatı,"42.012,00 TL",+33000,Çeşme - Alaçatı ,"No Info km, No Info",750 Metre ve Üzeri,Halk Plajı,Yok,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papirus Hotel Adrasan,"14.704,20 TL",13000-15000,Antalya - Adrasan ,"100 km, Antalya ",400 - 500 Metre Arası,Halk Plajı,Yok,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
Alaçatı Balbadem Otel,"105.030,00 TL",+33000,Çeşme - Alaçatı ,"85 km, Adnan Menderes HA ",750 Metre ve Üzeri,Yok,Yok,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Bo Alaçatı,"47.994,00 TL",+33000,Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,Yok,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G Beyond Apartments Villas, Yalıkavak","132.337,80 TL",+33000,Null,Null,Null,Null,Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
